edition,match_number,match_id,date_utc,stage,group_name,home_team_id,home_team,away_team_id,away_team,winner_team_id,winner_team,nominal_minutes,t_end_min,t_end_source,source_url,source_archive
2018,39,300331519,2018-06-26T18:00:00Z,group,Group D,43876,Nigeria,43922,Argentina,43922,Argentina,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331519?language=en,data/raw/2018/fifa/timelines/m039_300331519.json
2018,40,300331510,2018-06-26T18:00:00Z,group,Group D,43951,Iceland,43938,Croatia,43938,Croatia,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331510?language=en,data/raw/2018/fifa/timelines/m040_300331510.json
2018,41,300331521,2018-06-27T18:00:00Z,group,Group E,1902465,Serbia,43924,Brazil,43924,Brazil,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331521?language=en,data/raw/2018/fifa/timelines/m041_300331521.json
2018,42,300331534,2018-06-27T18:00:00Z,group,Group E,43971,Switzerland,43901,Costa Rica,,,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331534?language=en,data/raw/2018/fifa/timelines/m042_300331534.json
2018,43,300331532,2018-06-27T14:00:00Z,group,Group F,43822,Korea Republic,43948,Germany,43822,Korea Republic,90,100,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331532?language=en,data/raw/2018/fifa/timelines/m043_300331532.json
2018,44,300331548,2018-06-27T14:00:00Z,group,Group F,43911,Mexico,43970,Sweden,43970,Sweden,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331548?language=en,data/raw/2018/fifa/timelines/m044_300331548.json
2018,45,300340182,2018-06-28T18:00:00Z,group,Group G,43942,England,43935,Belgium,43935,Belgium,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300340182?language=en,data/raw/2018/fifa/timelines/m045_300340182.json
2018,46,300331520,2018-06-28T18:00:00Z,group,Group G,43914,Panama,43888,Tunisia,43888,Tunisia,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331520?language=en,data/raw/2018/fifa/timelines/m046_300331520.json
2018,47,300331507,2018-06-28T14:00:00Z,group,Group H,43819,Japan,43962,Poland,43962,Poland,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331507?language=en,data/raw/2018/fifa/timelines/m047_300331507.json
2018,48,300331553,2018-06-28T14:00:00Z,group,Group H,43879,Senegal,43926,Colombia,43926,Colombia,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275073/300331553?language=en,data/raw/2018/fifa/timelines/m048_300331553.json
2018,49,300331544,2018-06-30T18:00:00Z,round_of_16,,43930,Uruguay,43963,Portugal,43930,Uruguay,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331544?language=en,data/raw/2018/fifa/timelines/m049_300331544.json
2018,50,300331537,2018-06-30T14:00:00Z,round_of_16,,43946,France,43922,Argentina,43946,France,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331537?language=en,data/raw/2018/fifa/timelines/m050_300331537.json
2018,51,300331517,2018-07-01T14:00:00Z,round_of_16,,43969,Spain,43965,Russia,43965,Russia,120,122,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331517?language=en,data/raw/2018/fifa/timelines/m051_300331517.json
2018,52,300331498,2018-07-01T18:00:00Z,round_of_16,,43938,Croatia,43941,Denmark,43938,Croatia,120,122,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331498?language=en,data/raw/2018/fifa/timelines/m052_300331498.json
2018,53,300331535,2018-07-02T14:00:00Z,round_of_16,,43924,Brazil,43911,Mexico,43924,Brazil,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331535?language=en,data/raw/2018/fifa/timelines/m053_300331535.json
2018,54,300331551,2018-07-02T18:00:00Z,round_of_16,,43935,Belgium,43819,Japan,43935,Belgium,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331551?language=en,data/raw/2018/fifa/timelines/m054_300331551.json
2018,55,300331514,2018-07-03T14:00:00Z,round_of_16,,43970,Sweden,43971,Switzerland,43970,Sweden,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331514?language=en,data/raw/2018/fifa/timelines/m055_300331514.json
2018,56,300331542,2018-07-03T18:00:00Z,round_of_16,,43926,Colombia,43942,England,43942,England,120,122,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275093/300331542?language=en,data/raw/2018/fifa/timelines/m056_300331542.json
2018,57,300331543,2018-07-06T14:00:00Z,quarter_final,,43930,Uruguay,43946,France,43946,France,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275095/300331543?language=en,data/raw/2018/fifa/timelines/m057_300331543.json
2018,58,300331538,2018-07-06T18:00:00Z,quarter_final,,43924,Brazil,43935,Belgium,43935,Belgium,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275095/300331538?language=en,data/raw/2018/fifa/timelines/m058_300331538.json
2018,59,300331504,2018-07-07T18:00:00Z,quarter_final,,43965,Russia,43938,Croatia,43938,Croatia,120,122,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275095/300331504?language=en,data/raw/2018/fifa/timelines/m059_300331504.json
2018,60,300331541,2018-07-07T14:00:00Z,quarter_final,,43970,Sweden,43942,England,43942,England,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275095/300331541?language=en,data/raw/2018/fifa/timelines/m060_300331541.json
2018,61,300331531,2018-07-10T18:00:00Z,semi_final,,43946,France,43935,Belgium,43946,France,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275097/300331531?language=en,data/raw/2018/fifa/timelines/m061_300331531.json
2018,62,300331522,2018-07-11T18:00:00Z,semi_final,,43938,Croatia,43942,England,43938,Croatia,120,125,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275097/300331522?language=en,data/raw/2018/fifa/timelines/m062_300331522.json
2018,63,300331536,2018-07-14T14:00:00Z,third_place,,43935,Belgium,43942,England,43935,Belgium,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275099/300331536?language=en,data/raw/2018/fifa/timelines/m063_300331536.json
2018,64,300331552,2018-07-15T15:00:00Z,final,,43946,France,43938,Croatia,43946,France,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/254645/275101/300331552?language=en,data/raw/2018/fifa/timelines/m064_300331552.json
2022,1,400128082,2022-11-20T16:00:00Z,group,Group A,43834,Qatar,43927,Ecuador,43927,Ecuador,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022,2,400235449,2022-11-21T16:00:00Z,group,Group A,43879,Senegal,43960,Netherlands,43960,Netherlands,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235449?language=en,data/raw/2022/fifa/timelines/m002_400235449.json
2022,3,400235458,2022-11-21T13:00:00Z,group,Group B,43942,England,43817,Iran,43942,England,90,104,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235458?language=en,data/raw/2022/fifa/timelines/m003_400235458.json
2022,4,400235455,2022-11-21T19:00:00Z,group,Group B,43921,United States,43974,Wales,,,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022,5,400235470,2022-11-22T19:00:00Z,group,Group D,43946,France,43976,Australia,43946,France,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235470?language=en,data/raw/2022/fifa/timelines/m005_400235470.json
2022,6,400235466,2022-11-22T13:00:00Z,group,Group D,43941,Denmark,43888,Tunisia,,,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235466?language=en,data/raw/2022/fifa/timelines/m006_400235466.json
2022,7,400235463,2022-11-22T16:00:00Z,group,Group C,43911,Mexico,43962,Poland,,,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235463?language=en,data/raw/2022/fifa/timelines/m007_400235463.json
2022,8,400235461,2022-11-22T10:00:00Z,group,Group C,43922,Argentina,43835,Saudi Arabia,43835,Saudi Arabia,90,104,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235461?language=en,data/raw/2022/fifa/timelines/m008_400235461.json
2022,9,400235477,2022-11-23T19:00:00Z,group,Group F,43935,Belgium,43899,Canada,43935,Belgium,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235477?language=en,data/raw/2022/fifa/timelines/m009_400235477.json
2022,10,400235472,2022-11-23T16:00:00Z,group,Group E,43969,Spain,43901,Costa Rica,43969,Spain,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235472?language=en,data/raw/2022/fifa/timelines/m010_400235472.json
2022,11,400235476,2022-11-23T13:00:00Z,group,Group E,43948,Germany,43819,Japan,43819,Japan,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235476?language=en,data/raw/2022/fifa/timelines/m011_400235476.json
2022,12,400235481,2022-11-23T10:00:00Z,group,Group F,43872,Morocco,43938,Croatia,,,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235481?language=en,data/raw/2022/fifa/timelines/m012_400235481.json
2022,13,400235488,2022-11-24T10:00:00Z,group,Group G,43971,Switzerland,43849,Cameroon,43971,Switzerland,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235488?language=en,data/raw/2022/fifa/timelines/m013_400235488.json
2022,14,400235491,2022-11-24T13:00:00Z,group,Group H,43930,Uruguay,43822,Korea Republic,,,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235491?language=en,data/raw/2022/fifa/timelines/m014_400235491.json
2022,15,400235493,2022-11-24T16:00:00Z,group,Group H,43963,Portugal,43860,Ghana,43963,Portugal,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022,16,400235484,2022-11-24T19:00:00Z,group,Group G,43924,Brazil,1902465,Serbia,43924,Brazil,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235484?language=en,data/raw/2022/fifa/timelines/m016_400235484.json
2022,17,400235453,2022-11-25T10:00:00Z,group,Group B,43974,Wales,43817,Iran,43817,Iran,90,103,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235453?language=en,data/raw/2022/fifa/timelines/m017_400235453.json
2022,18,400235448,2022-11-25T13:00:00Z,group,Group A,43834,Qatar,43879,Senegal,43879,Senegal,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022,19,400235452,2022-11-25T16:00:00Z,group,Group A,43960,Netherlands,43927,Ecuador,,,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235452?language=en,data/raw/2022/fifa/timelines/m019_400235452.json
2022,20,400235457,2022-11-25T19:00:00Z,group,Group B,43942,England,43921,United States,,,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235457?language=en,data/raw/2022/fifa/timelines/m020_400235457.json
2022,21,400235469,2022-11-26T10:00:00Z,group,Group D,43888,Tunisia,43976,Australia,43976,Australia,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235469?language=en,data/raw/2022/fifa/timelines/m021_400235469.json
2022,22,400235459,2022-11-26T13:00:00Z,group,Group C,43962,Poland,43835,Saudi Arabia,43962,Poland,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235459?language=en,data/raw/2022/fifa/timelines/m022_400235459.json
2022,23,400235467,2022-11-26T16:00:00Z,group,Group D,43946,France,43941,Denmark,43946,France,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235467?language=en,data/raw/2022/fifa/timelines/m023_400235467.json
2022,24,400235462,2022-11-26T19:00:00Z,group,Group C,43922,Argentina,43911,Mexico,43922,Argentina,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235462?language=en,data/raw/2022/fifa/timelines/m024_400235462.json
2022,25,400235471,2022-11-27T10:00:00Z,group,Group E,43819,Japan,43901,Costa Rica,43901,Costa Rica,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235471?language=en,data/raw/2022/fifa/timelines/m025_400235471.json
2022,26,400235480,2022-11-27T13:00:00Z,group,Group F,43935,Belgium,43872,Morocco,43872,Morocco,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235480?language=en,data/raw/2022/fifa/timelines/m026_400235480.json
2022,27,400235482,2022-11-27T16:00:00Z,group,Group F,43938,Croatia,43899,Canada,43938,Croatia,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235482?language=en,data/raw/2022/fifa/timelines/m027_400235482.json
2022,28,400235474,2022-11-27T19:00:00Z,group,Group E,43969,Spain,43948,Germany,,,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235474?language=en,data/raw/2022/fifa/timelines/m028_400235474.json
2022,29,400235487,2022-11-28T10:00:00Z,group,Group G,43849,Cameroon,1902465,Serbia,,,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235487?language=en,data/raw/2022/fifa/timelines/m029_400235487.json
2022,30,400235489,2022-11-28T13:00:00Z,group,Group H,43822,Korea Republic,43860,Ghana,43860,Ghana,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235489?language=en,data/raw/2022/fifa/timelines/m030_400235489.json
2022,31,400235485,2022-11-28T16:00:00Z,group,Group G,43924,Brazil,43971,Switzerland,43924,Brazil,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235485?language=en,data/raw/2022/fifa/timelines/m031_400235485.json
2022,32,400235492,2022-11-28T19:00:00Z,group,Group H,43963,Portugal,43930,Uruguay,43963,Portugal,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235492?language=en,data/raw/2022/fifa/timelines/m032_400235492.json
2022,33,400235454,2022-11-29T19:00:00Z,group,Group B,43974,Wales,43942,England,43942,England,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235454?language=en,data/raw/2022/fifa/timelines/m033_400235454.json
2022,34,400235456,2022-11-29T19:00:00Z,group,Group B,43817,Iran,43921,United States,43921,United States,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235456?language=en,data/raw/2022/fifa/timelines/m034_400235456.json
2022,35,400235451,2022-11-29T15:00:00Z,group,Group A,43927,Ecuador,43879,Senegal,43879,Senegal,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235451?language=en,data/raw/2022/fifa/timelines/m035_400235451.json
2022,36,400235450,2022-11-29T15:00:00Z,group,Group A,43960,Netherlands,43834,Qatar,43960,Netherlands,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235450?language=en,data/raw/2022/fifa/timelines/m036_400235450.json
2022,37,400235468,2022-11-30T15:00:00Z,group,Group D,43976,Australia,43941,Denmark,43976,Australia,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235468?language=en,data/raw/2022/fifa/timelines/m037_400235468.json
2022,38,400235465,2022-11-30T15:00:00Z,group,Group D,43888,Tunisia,43946,France,43888,Tunisia,90,103,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235465?language=en,data/raw/2022/fifa/timelines/m038_400235465.json
2022,39,400235464,2022-11-30T19:00:00Z,group,Group C,43962,Poland,43922,Argentina,43922,Argentina,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235464?language=en,data/raw/2022/fifa/timelines/m039_400235464.json
2022,40,400235460,2022-11-30T19:00:00Z,group,Group C,43835,Saudi Arabia,43911,Mexico,43911,Mexico,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235460?language=en,data/raw/2022/fifa/timelines/m040_400235460.json
2022,41,400235478,2022-12-01T15:00:00Z,group,Group F,43938,Croatia,43935,Belgium,,,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235478?language=en,data/raw/2022/fifa/timelines/m041_400235478.json
2022,42,400235479,2022-12-01T15:00:00Z,group,Group F,43899,Canada,43872,Morocco,43872,Morocco,90,94,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235479?language=en,data/raw/2022/fifa/timelines/m042_400235479.json
2022,43,400235475,2022-12-01T19:00:00Z,group,Group E,43819,Japan,43969,Spain,43819,Japan,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235475?language=en,data/raw/2022/fifa/timelines/m043_400235475.json
2022,44,400235473,2022-12-01T19:00:00Z,group,Group E,43901,Costa Rica,43948,Germany,43948,Germany,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235473?language=en,data/raw/2022/fifa/timelines/m044_400235473.json
2022,45,400235494,2022-12-02T15:00:00Z,group,Group H,43860,Ghana,43930,Uruguay,43930,Uruguay,90,100,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235494?language=en,data/raw/2022/fifa/timelines/m045_400235494.json
2022,46,400235490,2022-12-02T15:00:00Z,group,Group H,43822,Korea Republic,43963,Portugal,43822,Korea Republic,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235490?language=en,data/raw/2022/fifa/timelines/m046_400235490.json
2022,47,400235486,2022-12-02T19:00:00Z,group,Group G,1902465,Serbia,43971,Switzerland,43971,Switzerland,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235486?language=en,data/raw/2022/fifa/timelines/m047_400235486.json
2022,48,400235483,2022-12-02T19:00:00Z,group,Group G,43849,Cameroon,43924,Brazil,43849,Cameroon,90,100,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235483?language=en,data/raw/2022/fifa/timelines/m048_400235483.json
2022,49,400128136,2022-12-03T15:00:00Z,round_of_16,,43960,Netherlands,43921,United States,43960,Netherlands,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128136?language=en,data/raw/2022/fifa/timelines/m049_400128136.json
2022,50,400128131,2022-12-03T19:00:00Z,round_of_16,,43922,Argentina,43976,Australia,43922,Argentina,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128131?language=en,data/raw/2022/fifa/timelines/m050_400128131.json
2022,51,400128134,2022-12-04T19:00:00Z,round_of_16,,43942,England,43879,Senegal,43942,England,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128134?language=en,data/raw/2022/fifa/timelines/m051_400128134.json
2022,52,400128135,2022-12-04T15:00:00Z,round_of_16,,43946,France,43962,Poland,43946,France,90,100,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128135?language=en,data/raw/2022/fifa/timelines/m052_400128135.json
2022,53,400128132,2022-12-05T15:00:00Z,round_of_16,,43819,Japan,43938,Croatia,43938,Croatia,120,121,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128132?language=en,data/raw/2022/fifa/timelines/m053_400128132.json
2022,54,400128133,2022-12-05T19:00:00Z,round_of_16,,43924,Brazil,43822,Korea Republic,43924,Brazil,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128133?language=en,data/raw/2022/fifa/timelines/m054_400128133.json
2022,55,400128137,2022-12-06T15:00:00Z,round_of_16,,43872,Morocco,43969,Spain,43872,Morocco,120,124,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128137?language=en,data/raw/2022/fifa/timelines/m055_400128137.json
2022,56,400128130,2022-12-06T19:00:00Z,round_of_16,,43963,Portugal,43971,Switzerland,43963,Portugal,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285073/400128130?language=en,data/raw/2022/fifa/timelines/m056_400128130.json
2022,57,400128139,2022-12-09T19:00:00Z,quarter_final,,43960,Netherlands,43922,Argentina,43922,Argentina,120,122,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285074/400128139?language=en,data/raw/2022/fifa/timelines/m057_400128139.json
2022,58,400128141,2022-12-09T15:00:00Z,quarter_final,,43938,Croatia,43924,Brazil,43938,Croatia,120,123,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285074/400128141?language=en,data/raw/2022/fifa/timelines/m058_400128141.json
2022,59,400128138,2022-12-10T19:00:00Z,quarter_final,,43942,England,43946,France,43946,France,90,101,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285074/400128138?language=en,data/raw/2022/fifa/timelines/m059_400128138.json
2022,60,400128140,2022-12-10T15:00:00Z,quarter_final,,43872,Morocco,43963,Portugal,43872,Morocco,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285074/400128140?language=en,data/raw/2022/fifa/timelines/m060_400128140.json
2022,61,400128143,2022-12-13T19:00:00Z,semi_final,,43922,Argentina,43938,Croatia,43922,Argentina,90,95,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285075/400128143?language=en,data/raw/2022/fifa/timelines/m061_400128143.json
2022,62,400128142,2022-12-14T19:00:00Z,semi_final,,43946,France,43872,Morocco,43946,France,90,96,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285075/400128142?language=en,data/raw/2022/fifa/timelines/m062_400128142.json
2022,63,400128144,2022-12-17T15:00:00Z,third_place,,43938,Croatia,43872,Morocco,43938,Croatia,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285076/400128144?language=en,data/raw/2022/fifa/timelines/m063_400128144.json
2022,64,400128145,2022-12-18T15:00:00Z,final,,43922,Argentina,43946,France,43922,Argentina,120,125,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/255711/285077/400128145?language=en,data/raw/2022/fifa/timelines/m064_400128145.json
2026,1,400021443,2026-06-11T19:00:00Z,group,Group A,43911,Mexico,43883,South Africa,43911,Mexico,90,98,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/285023/289273/400021443?language=en,data/raw/2026/fifa/timelines/m001_400021443.json
2026,2,400021441,2026-06-12T02:00:00Z,group,Group A,43822,Korea Republic,43995,Czechia,43822,Korea Republic,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/285023/289273/400021441?language=en,data/raw/2026/fifa/timelines/m002_400021441.json
2026,3,400021449,2026-06-12T19:00:00Z,group,Group B,43899,Canada,44037,Bosnia and Herzegovina,,,90,97,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/285023/289273/400021449?language=en,data/raw/2026/fifa/timelines/m003_400021449.json
2026,4,400021458,2026-06-13T01:00:00Z,group,Group D,43921,USA,43928,Paraguay,43921,USA,90,99,fifa_timeline_period_label,https://api.fifa.com/api/v3/timelines/17/285023/289273/400021458?language=en,data/raw/2026/fifa/timelines/m004_400021458.json
