edition,team_id,team,player_id,player,played_minutes,team_nominal_minutes,suspension_unavailable_minutes,injury_unavailable_minutes,union_unavailable_minutes,opportunity_denominator_minutes,omega
2018,43926,Colombia,394500,Johan MOJICA,390,390,0,0,0,390,1
2018,43929,Peru,225497,Paolo GUERRERO,208,270,0,0,0,270,0.77037037
2018,43929,Peru,349685,Paolo HURTADO,27,270,0,0,0,270,0.1
2018,43929,Peru,349698,Yoshimar YOTUN,182,270,0,0,0,270,0.674074074
2018,43929,Peru,392903,Renato TAPIA,150,270,0,0,0,270,0.555555556
2018,43929,Peru,397696,Pedro AQUINO,137,270,0,0,0,270,0.507407407
2018,43930,Uruguay,216567,Cristian RODRIGUEZ,165,450,0,0,0,450,0.366666667
2018,43930,Uruguay,386538,Rodrigo BENTANCUR,365,450,0,0,0,450,0.811111111
2018,43935,Belgium,273996,Eden HAZARD,518,630,0,0,0,630,0.822222222
2018,43935,Belgium,290821,Axel WITSEL,540,630,0,0,0,630,0.857142857
2018,43935,Belgium,290864,Toby ALDERWEIRELD,540,630,0,0,0,630,0.857142857
2018,43935,Belgium,290904,Jan VERTONGHEN,540,630,0,0,0,630,0.857142857
2018,43935,Belgium,358120,Kevin DE BRUYNE,540,630,0,0,0,630,0.857142857
2018,43935,Belgium,358122,Thomas MEUNIER,450,630,90,0,90,540,0.833333333
2018,43935,Belgium,401444,Youri TIELEMANS,175,630,0,0,0,630,0.277777778
2018,43935,Belgium,402015,Leander DENDONCKER,90,630,0,0,0,630,0.142857143
2018,43938,Croatia,296633,Ivan RAKITIC,639,720,0,0,0,720,0.8875
2018,43938,Croatia,297373,Vedran CORLUKA,118,720,0,0,0,720,0.163888889
2018,43938,Croatia,299896,Domagoj VIDA,630,720,0,0,0,720,0.875
2018,43938,Croatia,312432,Dejan LOVREN,650,720,0,0,0,720,0.902777778
2018,43938,Croatia,336485,Sime VRSALJKO,607,720,0,0,0,720,0.843055556
2018,43938,Croatia,357988,Ivan STRINIC,512,720,0,0,0,720,0.711111111
2018,43938,Croatia,369057,Marko PJACA,83,720,0,0,0,720,0.115277778
2018,43938,Croatia,369058,Ante REBIC,547,720,0,0,0,720,0.759722222
2018,43938,Croatia,372987,Tin JEDVAJ,90,720,0,0,0,720,0.125
2018,43938,Croatia,375261,Josip PIVARIC,200,720,0,0,0,720,0.277777778
2018,43938,Croatia,375518,Mario MANDZUKIC,608,720,0,0,0,720,0.844444444
2018,43938,Croatia,380000,Marcelo BROZOVIC,458,720,0,0,0,720,0.636111111
2018,43941,Denmark,318485,Mathias JORGENSEN,219,390,0,0,0,390,0.561538462
2018,43941,Denmark,336133,Yussuf Yurary POULSEN,269,390,90,0,90,300,0.896666667
2018,43941,Denmark,372855,Thomas DELANEY,368,390,0,0,0,390,0.943589744
2018,43941,Denmark,395448,Pione SISTO,231,390,0,0,0,390,0.592307692
2018,43942,England,356189,Jordan HENDERSON,482,690,0,0,0,690,0.698550725
2018,43942,England,356750,Kyle WALKER,495,690,0,0,0,690,0.717391304
2018,43942,England,369434,John STONES,646,690,0,0,0,690,0.936231884
2018,43942,England,398743,Jesse LINGARD,527,690,0,0,0,690,0.763768116
2018,43942,England,407498,Harry MAGUIRE,644,690,0,0,0,690,0.933333333
2018,43942,England,411303,Ruben LOFTUS-CHEEK,274,690,0,0,0,690,0.397101449
2018,43946,France,358014,Blaise MATUIDI,336,630,90,0,90,540,0.622222222
2018,43946,France,358015,Olivier GIROUD,546,630,0,0,0,630,0.866666667
2018,43946,France,367388,Paul POGBA,539,630,0,0,0,630,0.855555556
2018,43946,France,389867,Kylian MBAPPE,534,630,0,0,0,630,0.847619048
2018,43946,France,398681,Ngolo KANTE,595,630,0,0,0,630,0.944444444
2018,43946,France,404566,Corentin TOLISSO,194,630,0,0,0,630,0.307936508
2018,43946,France,411470,Lucas HERNANDEZ,590,630,0,0,0,630,0.936507937
2018,43946,France,411471,Benjamin PAVARD,540,630,0,0,0,630,0.857142857
2018,43948,Germany,299442,Jerome BOATENG,172,270,98,0,98,172,1
2018,43948,Germany,311150,Mats HUMMELS,180,270,0,90,90,180,1
2018,43948,Germany,321722,Thomas MUELLER,207,270,0,0,0,270,0.766666667
2018,43951,Iceland,300344,Birkir SAEVARSSON,270,270,0,0,0,270,1
2018,43951,Iceland,300348,Emil HALLFREDSSON,180,270,0,0,0,270,0.666666667
2018,43951,Iceland,359847,Alfred FINNBOGASON,264,270,0,0,0,270,0.977777778
2018,43962,Poland,269735,Grzegorz KRYCHOWIAK,270,270,0,0,0,270,1
2018,43962,Poland,402079,Jacek GORALSKI,180,270,0,0,0,270,0.666666667
2018,43962,Poland,406995,Jan BEDNAREK,224,270,0,0,0,270,0.82962963
2018,43963,Portugal,189810,RICARDO QUARESMA,116,360,0,0,0,360,0.322222222
2018,43963,Portugal,201200,CRISTIANO RONALDO,360,360,0,0,0,360,1
2018,43963,Portugal,319491,ADRIEN SILVA,156,360,0,0,0,360,0.433333333
2018,43963,Portugal,336491,CEDRIC,270,360,0,0,0,360,0.75
2018,43963,Portugal,395206,BRUNO FERNANDES,88,360,0,0,0,360,0.244444444
2018,43963,Portugal,395213,RAPHAEL GUERREIRO,360,360,0,0,0,360,1
2018,43965,Russia,358871,Fedor SMOLOV,219,510,0,0,0,510,0.429411765
2018,43965,Russia,371639,Aleksandr GOLOVIN,402,510,0,0,0,510,0.788235294
2018,43965,Russia,375357,Igor SMOLNIKOV,36,510,174,0,174,336,0.107142857
2018,43965,Russia,379988,Iury GAZINSKY,267,510,0,0,0,510,0.523529412
2018,43965,Russia,404425,Ilya KUTEPOV,510,510,0,0,0,510,1
2018,43965,Russia,404429,Roman ZOBNIN,510,510,0,0,0,510,1
2018,43969,Spain,216973,Gerard PIQUE,390,390,0,0,0,390,1
2018,43969,Spain,303034,Sergio BUSQUETS,390,390,0,0,0,390,1
2018,43970,Sweden,214675,Sebastian LARSSON,318,450,90,0,90,360,0.883333333
2018,43970,Sweden,300251,Mikael LUSTIG,352,450,90,0,90,360,0.977777778
2018,43970,Sweden,360340,Albin EKDAL,421,450,0,0,0,450,0.935555556
2018,43970,Sweden,398551,John GUIDETTI,37,450,0,0,0,450,0.082222222
2018,43970,Sweden,401465,Viktor CLAESSON,434,450,0,0,0,450,0.964444444
2018,43971,Switzerland,196605,Stephan LICHTSTEINER,267,360,90,0,90,270,0.988888889
2018,43971,Switzerland,216627,Valon BEHRAMI,311,360,0,0,0,360,0.863888889
2018,43971,Switzerland,311558,Granit XHAKA,360,360,0,0,0,360,1
2018,43971,Switzerland,321653,Xherdan SHAQIRI,351,360,0,0,0,360,0.975
2018,43971,Switzerland,356407,Michael LANG,102,360,0,0,0,360,0.283333333
2018,43971,Switzerland,356411,Fabian SCHAER,270,360,90,0,90,270,1
2018,43971,Switzerland,401448,Denis ZAKARIA,49,360,0,0,0,360,0.136111111
2018,43976,Australia,197411,Mark MILLIGAN,270,270,0,0,0,270,1
2018,43976,Australia,197514,Mile JEDINAK,270,270,0,0,0,270,1
2018,43976,Australia,321697,Mathew LECKIE,270,270,0,0,0,270,1
2018,43976,Australia,349342,Aziz BEHICH,270,270,0,0,0,270,1
2018,43976,Australia,367641,Tom ROGIC,226,270,0,0,0,270,0.837037037
2018,43976,Australia,389503,Daniel ARZANI,60,270,0,0,0,270,0.222222222
2018,43976,Australia,397717,Joshua RISDON,270,270,0,0,0,270,1
2022,1902465,Serbia,336393,Predrag RAJKOVIC,0,270,0,0,0,270,0
2022,1902465,Serbia,370456,Aleksandar MITROVIC,263,270,0,0,0,270,0.974074074
2022,1902465,Serbia,385536,Luka JOVIC,35,270,0,0,0,270,0.12962963
2022,1902465,Serbia,385545,Sergej MILINKOVIC-SAVIC,236,270,0,0,0,270,0.874074074
2022,1902465,Serbia,401176,Nemanja GUDELJ,92,270,0,0,0,270,0.340740741
2022,1902465,Serbia,404631,Sasa LUKIC,246,270,0,0,0,270,0.911111111
2022,1902465,Serbia,411544,Nikola MILENKOVIC,270,270,0,0,0,270,1
2022,1902465,Serbia,430069,Strahinja PAVLOVIC,235,270,0,0,0,270,0.87037037
2022,43817,Iran,314249,Morteza POURALIGANJI,270,270,0,0,0,270,1
2022,43817,Iran,371735,Majid HOSSEINI,270,270,0,0,0,270,1
2022,43817,Iran,379886,Alireza JAHANBAKHSH,59,270,90,0,90,180,0.327777778
2022,43817,Iran,384797,Ramin REZAEIAN,180,270,0,0,0,270,0.666666667
2022,43817,Iran,390534,Mohammad KANAANI,44,270,0,0,0,270,0.162962963
2022,43817,Iran,448506,Abolfazl JALALI,19,270,0,0,0,270,0.07037037
2022,43819,Japan,271253,Maya YOSHIDA,390,390,0,0,0,390,1
2022,43819,Japan,390541,Shogo TANIGUCHI,210,390,0,0,0,390,0.538461538
2022,43819,Japan,395318,Wataru ENDO,303,390,0,0,0,390,0.776923077
2022,43819,Japan,400511,Kou ITAKURA,270,390,120,0,120,270,1
2022,43819,Japan,441122,Miki YAMANE,62,390,0,0,0,390,0.158974359
2022,43822,Korea Republic,356534,JUNG Wooyoung,304,360,0,0,0,360,0.844444444
2022,43822,Korea Republic,375754,KIM Younggwon,351,360,0,0,0,360,0.975
2022,43822,Korea Republic,395083,HWANG Heechan,115,360,0,0,0,360,0.319444444
2022,43822,Korea Republic,418490,LEE Kangin,146,360,0,0,0,360,0.405555556
2022,43822,Korea Republic,430387,CHO Guesung,276,360,0,0,0,360,0.766666667
2022,43834,Qatar,284087,SAAD ALSHEEB,90,270,0,0,0,270,0.333333333
2022,43834,Qatar,354861,KARIM BOUDIAF,185,270,0,0,0,270,0.685185185
2022,43834,Qatar,385068,ISMAIL MOHAMAD,175,270,0,0,0,270,0.648148148
2022,43834,Qatar,386347,AKRAM AFIF,270,270,0,0,0,270,1
2022,43834,Qatar,386348,ASSIM MADIBO,154,270,0,0,0,270,0.57037037
2022,43834,Qatar,386366,ALMOEZ ALI,226,270,0,0,0,270,0.837037037
2022,43834,Qatar,419441,HOMAM AHMED,263,270,0,0,0,270,0.974074074
2022,43835,Saudi Arabia,330913,NAWAF AL ABID,88,270,0,0,0,270,0.325925926
2022,43835,Saudi Arabia,339485,HATAN BAHBRI,2,270,0,0,0,270,0.007407407
2022,43835,Saudi Arabia,339745,SALEM ALDAWSARI,270,270,0,0,0,270,1
2022,43835,Saudi Arabia,396885,MOHAMMED ALOWAIS,270,270,0,0,0,270,1
2022,43835,Saudi Arabia,403312,Abdulelah ALAMRI,181,270,0,0,0,270,0.67037037
2022,43835,Saudi Arabia,403335,Hassan ALTAMBAKTI,180,270,0,0,0,270,0.666666667
2022,43835,Saudi Arabia,407983,ALI ALBULAYHI,217,270,0,0,0,270,0.803703704
2022,43835,Saudi Arabia,419281,SAUD ABDULHAMID,270,270,0,0,0,270,1
2022,43835,Saudi Arabia,425804,SALEH ALSHEHRI,225,270,0,0,0,270,0.833333333
2022,43835,Saudi Arabia,430170,ABDULELAH ALMALKI,175,270,90,0,90,180,0.972222222
2022,43835,Saudi Arabia,430502,ABDULLAH MADU,44,270,0,0,0,270,0.162962963
2022,43835,Saudi Arabia,430504,ALI ALHASSAN,46,270,0,0,0,270,0.17037037
2022,43849,Cameroon,290931,Nicolas NKOULOU,180,270,0,0,0,270,0.666666667
2022,43849,Cameroon,323698,Vincent ABOUBAKAR,141,270,0,0,0,270,0.522222222
2022,43849,Cameroon,401789,Collins FAI,270,270,0,0,0,270,1
2022,43849,Cameroon,402215,Christian BASSOGOG,23,270,0,0,0,270,0.085185185
2022,43849,Cameroon,407175,Nouhou TOLO,270,270,0,0,0,270,1
2022,43849,Cameroon,441406,Pierre KUNDE,135,270,0,0,0,270,0.5
2022,43860,Ghana,294620,Andre AYEW,201,270,0,0,0,270,0.744444444
2022,43860,Ghana,369248,Daniel AMARTEY,270,270,0,0,0,270,1
2022,43860,Ghana,405961,Kudus MOHAMMED,250,270,0,0,0,270,0.925925926
2022,43860,Ghana,411376,Inaki WILLIAMS,252,270,0,0,0,270,0.933333333
2022,43860,Ghana,448522,Seidu ALIDU,156,270,0,0,0,270,0.577777778
2022,43860,Ghana,448523,Kamaldeen SULEMANA,56,270,0,0,0,270,0.207407407
2022,43860,Ghana,448536,Tariq LAMPTEY,102,270,0,0,0,270,0.377777778
2022,43872,Morocco,372266,Sofyan AMRABAT,660,660,0,0,0,660,1
2022,43872,Morocco,398599,Romain SAISS,468,660,0,192,192,468,1
2022,43872,Morocco,402255,Sofiane BOUFAL,481,660,0,0,0,660,0.728787879
2022,43872,Morocco,408889,Achraf DARI,187,660,0,0,0,660,0.283333333
2022,43872,Morocco,441306,Selim AMALLAH,411,660,0,0,0,660,0.622727273
2022,43872,Morocco,441307,Azzedine OUNAHI,569,660,0,0,0,660,0.862121212
2022,43872,Morocco,448591,Abdelhamid SABIRI,180,660,0,0,0,660,0.272727273
2022,43872,Morocco,448610,Walid CHEDDIRA,63,660,90,0,90,570,0.110526316
2022,43879,Senegal,332314,Idrissa Gana GUEYE,270,360,90,0,90,270,1
2022,43879,Senegal,339820,Kalidou KOULIBALY,360,360,0,0,0,360,1
2022,43879,Senegal,430671,Ismail JAKOBS,280,360,0,0,0,360,0.777777778
2022,43879,Senegal,441319,Nampalys MENDY,274,360,0,0,0,360,0.761111111
2022,43879,Senegal,441321,Boulaye DIA,321,360,0,0,0,360,0.891666667
2022,43879,Senegal,448825,Pathe CISS,146,360,0,0,0,360,0.405555556
2022,43888,Tunisia,329721,Taha KHENISSI,27,270,0,0,0,270,0.1
2022,43888,Tunisia,370575,Ferjani SASSI,46,270,0,0,0,270,0.17037037
2022,43888,Tunisia,433182,Aissa LAIDOUNI,245,270,0,0,0,270,0.907407407
2022,43888,Tunisia,433362,Ali ABDI,187,270,0,0,0,270,0.692592593
2022,43888,Tunisia,436621,Wajdi KECHRIDA,109,270,0,0,0,270,0.403703704
2022,43899,Canada,267750,Steven VITORIA,270,270,0,0,0,270,1
2022,43899,Canada,370986,Jonathan OSORIO,118,270,0,0,0,270,0.437037037
2022,43899,Canada,392850,Junior HOILETT,162,270,0,0,0,270,0.6
2022,43899,Canada,395032,Sam ADEKUGBE,94,270,0,0,0,270,0.348148148
2022,43899,Canada,412144,Alphonso DAVIES,270,270,0,0,0,270,1
2022,43899,Canada,430138,Tajon BUCHANAN,261,270,0,0,0,270,0.966666667
2022,43899,Canada,441252,Alistair JOHNSTON,270,270,0,0,0,270,1
2022,43899,Canada,441254,Kamal MILLER,270,270,0,0,0,270,1
2022,43901,Costa Rica,236530,Celso BORGES,251,270,0,0,0,270,0.92962963
2022,43901,Costa Rica,307529,Joel CAMPBELL,270,270,0,0,0,270,1
2022,43901,Costa Rica,312987,Oscar DUARTE,270,270,0,0,0,270,1
2022,43901,Costa Rica,339797,Francisco CALVO,180,270,90,0,90,180,1
2022,43901,Costa Rica,405811,Anthony CONTRERAS,126,270,0,0,0,270,0.466666667
2022,43911,Mexico,238112,Hector MORENO,270,270,0,0,0,270,1
2022,43911,Mexico,329092,Hector HERRERA,161,270,0,0,0,270,0.596296296
2022,43911,Mexico,336707,Nestor ARAUJO,90,270,0,0,0,270,0.333333333
2022,43911,Mexico,386332,Erick GUTIERREZ,48,270,0,0,0,270,0.177777778
2022,43911,Mexico,400634,Edson ALVAREZ,176,270,0,0,0,270,0.651851852
2022,43911,Mexico,403585,Roberto ALVARADO,17,270,0,0,0,270,0.062962963
2022,43911,Mexico,403596,Jorge SANCHEZ,176,270,0,0,0,270,0.651851852
2022,43921,United States,331871,Kellyn PERRY-ACOSTA,41,360,0,0,0,360,0.113888889
2022,43921,United States,339510,Tim REAM,360,360,0,0,0,360,1
2022,43921,United States,390238,Tyler  ADAMS,360,360,0,0,0,360,1
2022,43921,United States,390259,Weston McKENNIE,275,360,0,0,0,360,0.763888889
2022,43921,United States,406280,Sergino DEST,308,360,0,0,0,360,0.855555556
2022,43922,Argentina,229397,Lionel MESSI,690,690,0,0,0,690,1
2022,43922,Argentina,308300,Emiliano MARTINEZ,690,690,0,0,0,690,1
2022,43922,Argentina,310116,Nicolas OTAMENDI,690,690,0,0,0,690,1
2022,43922,Argentina,332847,Leandro PAREDES,223,690,0,0,0,690,0.323188406
2022,43922,Argentina,332979,German PEZZELLA,57,690,0,0,0,690,0.082608696
2022,43922,Argentina,401204,Marcos ACUNA,373,690,90,0,90,600,0.621666667
2022,43922,Argentina,402921,Lisandro MARTINEZ,301,690,0,0,0,690,0.436231884
2022,43922,Argentina,402926,Gonzalo MONTIEL,116,690,90,0,90,600,0.193333333
2022,43922,Argentina,431196,Cristian ROMERO,548,690,0,0,0,690,0.794202899
2022,43922,Argentina,448252,Enzo FERNANDEZ,563,690,0,0,0,690,0.815942029
2022,43924,Brazil,308386,CASEMIRO,390,480,0,0,0,480,0.8125
2022,43924,Brazil,332946,MARQUINHOS,426,480,0,0,0,480,0.8875
2022,43924,Brazil,335656,DANILO,282,480,0,180,180,300,0.94
2022,43924,Brazil,389617,EDER MILITAO,349,480,0,0,0,480,0.727083333
2022,43924,Brazil,394018,FRED,141,480,0,0,0,480,0.29375
2022,43924,Brazil,430605,BRUNO GUIMARAES,68,480,0,0,0,480,0.141666667
2022,43927,Ecuador,428885,Moises CAICEDO,270,270,0,0,0,270,1
2022,43927,Ecuador,428904,Jhegson MENDEZ,180,270,90,0,90,180,1
2022,43930,Uruguay,267829,Martin CACERES,90,270,0,0,0,270,0.333333333
2022,43930,Uruguay,267834,Edinson CAVANI,122,270,0,0,0,270,0.451851852
2022,43930,Uruguay,270775,Luis SUAREZ,148,270,0,0,0,270,0.548148148
2022,43930,Uruguay,305382,Sebastian COATES,180,270,0,0,0,270,0.666666667
2022,43930,Uruguay,368655,Jose GIMENEZ,270,270,0,0,0,270,1
2022,43930,Uruguay,386538,Rodrigo BENTANCUR,214,270,0,56,56,214,1
2022,43930,Uruguay,402893,Mathias OLIVERA,255,270,0,0,0,270,0.944444444
2022,43930,Uruguay,419126,Darwin NUNEZ,242,270,0,0,0,270,0.896296296
2022,43935,Belgium,358122,Thomas MEUNIER,212,270,0,0,0,270,0.785185185
2022,43935,Belgium,398653,Yannick CARRASCO,118,270,0,0,0,270,0.437037037
2022,43935,Belgium,402015,Leander DENDONCKER,162,270,0,0,0,270,0.6
2022,43935,Belgium,448364,Amadou ONANA,104,270,90,0,90,180,0.577777778
2022,43938,Croatia,241559,Luka MODRIC,656,690,0,0,0,690,0.950724638
2022,43938,Croatia,312432,Dejan LOVREN,600,690,0,0,0,690,0.869565217
2022,43938,Croatia,339987,Mateo KOVACIC,640,690,0,0,0,690,0.927536232
2022,43938,Croatia,369029,Dominik LIVAKOVIC,690,690,0,0,0,690,1
2022,43938,Croatia,380000,Marcelo BROZOVIC,554,690,0,0,0,690,0.802898551
2022,43938,Croatia,406973,Borna BARISIC,120,690,0,0,0,690,0.173913043
2022,43938,Croatia,448165,Bruno PETKOVIC,230,690,0,0,0,690,0.333333333
2022,43941,Denmark,360188,Andreas CORNELIUS,92,270,0,0,0,270,0.340740741
2022,43941,Denmark,395460,Robert SKOV,21,270,0,0,0,270,0.077777778
2022,43941,Denmark,401281,Andreas CHRISTENSEN,270,270,0,0,0,270,1
2022,43941,Denmark,411291,Mathias JENSEN,84,270,0,0,0,270,0.311111111
2022,43941,Denmark,448464,Rasmus KRISTENSEN,226,270,0,0,0,270,0.837037037
2022,43942,England,407498,Harry MAGUIRE,430,450,0,0,0,450,0.955555556
2022,43946,France,336435,Antoine GRIEZMANN,538,660,0,0,0,660,0.815151515
2022,43946,France,358015,Olivier GIROUD,424,660,0,0,0,660,0.642424242
2022,43946,France,398680,Ousmane DEMBELE,437,660,0,0,0,660,0.662121212
2022,43946,France,402047,Adrien RABIOT,483,660,0,90,90,570,0.847368421
2022,43946,France,403109,Marcus THURAM,146,660,0,0,0,660,0.221212121
2022,43946,France,405893,Aurelien TCHOUAMENI,623,660,0,0,0,660,0.943939394
2022,43946,France,408042,Theo HERNANDEZ,508,660,0,0,0,660,0.76969697
2022,43946,France,430707,Jules KOUNDE,481,660,0,0,0,660,0.728787879
2022,43948,Germany,379953,Leon GORETZKA,159,270,0,0,0,270,0.588888889
2022,43948,Germany,386413,Joshua KIMMICH,270,270,0,0,0,270,1
2022,43948,Germany,395481,Thilo KEHRER,70,270,0,0,0,270,0.259259259
2022,43960,Netherlands,336088,Nathan AKE,480,480,0,0,0,480,1
2022,43960,Netherlands,336098,Memphis DEPAY,299,480,0,0,0,480,0.622916667
2022,43960,Netherlands,398568,Steven BERGHUIS,198,480,0,0,0,480,0.4125
2022,43960,Netherlands,404560,Matthijs DE LIGT,90,480,0,0,0,480,0.1875
2022,43960,Netherlands,422657,Frenkie DE JONG,476,480,0,0,0,480,0.991666667
2022,43960,Netherlands,433123,Steven BERGWIJN,215,480,0,0,0,480,0.447916667
2022,43960,Netherlands,436612,Denzel DUMFRIES,480,480,0,0,0,480,1
2022,43960,Netherlands,448149,Teun KOOPMEINERS,216,480,0,0,0,480,0.45
2022,43960,Netherlands,448153,Noa LANG,7,480,0,0,0,480,0.014583333
2022,43960,Netherlands,448158,Jurrien TIMBER,390,480,0,0,0,480,0.8125
2022,43960,Netherlands,448159,Wout WEGHORST,61,480,0,0,0,480,0.127083333
2022,43962,Poland,269735,Grzegorz KRYCHOWIAK,334,360,0,0,0,360,0.927777778
2022,43962,Poland,362823,Arkadiusz MILIK,100,360,0,0,0,360,0.277777778
2022,43962,Poland,370435,Bartosz BERESZYNSKI,342,360,0,0,0,360,0.95
2022,43962,Poland,411481,Przemyslaw FRANKOWSKI,242,360,0,0,0,360,0.672222222
2022,43962,Poland,436691,Matty CASH,360,360,0,0,0,360,1
2022,43962,Poland,448638,Jakub KIWIOR,357,360,0,0,0,360,0.991666667
2022,43963,Portugal,336505,DANILO,90,450,0,360,360,90,1
